8区平均μm,Al%,A级,B级,Cr%,Cu%,Cu+Cr+Ni%,C级,Mo%,N%,Ni%,P+S%,断面收缩率%,硅含量%,晶粒度级,抗拉强度MPa,磷含量%,硫含量%,锰含量%,偏析级,破断力KN,实测直径mm,碳含量%,椭圆度mm,DSL,JH_INVBASDOC_0001A11000000000JJMI,JH_INVBASDOC_0001A11000000000JJMU,JH_INVBASDOC_0001A11000000000JJN3,JH_INVBASDOC_0001A11000000000JJN6,JH_INVBASDOC_0001B21000000004ZBB3,JH_INVBASDOC_0001B210000000079RFT,JH_INVBASDOC_1001A110000000009MGI,JH_INVBASDOC_1001A110000000009MN5,JH_INVBASDOC_1001A11000000005DV3H,JH_INVBASDOC_1001A1100000000CP7W8,JH_INVBASDOC_1006B21000000000033F,JH_INVNAME_武钢W82DA,JH_INVNAME_武钢WLX72A-X,JH_INVNAME_武钢WLX82AG,JH_INVNAME_武钢WLX92A,JH_INVNAME_青钢C72D2,JH_INVNAME_青钢C72DA,JH_INVNAME_青钢C82D2,JH_INVNAME_青钢C82DA,JH_INVNAME_青钢C86D2,JH_INVNAME_青钢C92D2E,JH_INVNAME_青钢SWRH72A,JH_INSPECTIONRELAPLAN_IR0000000005ITOC2XUQ,JH_INSPECTIONRELAPLAN_IR0000000005ITOC2YQW,JH_INSPECTIONRELAPLAN_IR0000000005ITOC2YZV,JH_INSPECTIONRELAPLAN_IR0000000005ITOC2ZK5,JH_INSPECTIONRELAPLAN_IR0000000005ITOC2ZUG,JH_INSPECTIONRELAPLAN_IR0000000005ITOC3001,JH_INSPECTIONRELAPLAN_IR0000000005ITOC3073,JH_INSPECTIONRELAPLAN_IR0000000005ITOC30K7,JH_INSPECTIONRELAPLAN_IR0000000005ITOC311T,JH_INSPECTIONRELAPLAN_IR0000000005ITOC317U,JH_INSPECTIONRELAPLAN_IR0000000005ITOC31EC,JH_INSPECTIONRELAPLANNAME_ZX_QG86_PT,JH_INSPECTIONRELAPLANNAME_中心C70A盘条,JH_INSPECTIONRELAPLANNAME_中心C80A盘条,JH_INSPECTIONRELAPLANNAME_盘条C70（001）,JH_INSPECTIONRELAPLANNAME_盘条C80（001）,JH_INSPECTIONRELAPLANNAME_盘条C90（001）,JH_INSPECTIONPLAN_MD0000000005IS3HT1MA,JH_INSPECTIONPLAN_MD0000000005IS3HT1ME,JH_INSPECTIONPLAN_MD0000000005IS3HT4J8,JH_INSPECTIONPLAN_MD0000000005IS3HT4JA,JH_INSPECTIONPLAN_MD0000000005IS3HT4JC,JH_INSPECTIONPLAN_MD0000000005IS3HT5WW,CHECK_HG_FLAG_不合格,CHECK_HG_FLAG_合格,基体组织_S+F微量+P少量,基体组织_S+少量F+少量P,基体组织_S+微量F+少量P,基体组织_S+微量Fe3C+少量P,基体组织_S+微量Fe3C+少量PS+微量Fe3C+少量P,基体组织_S+微量的Fe3C+少量P,实测直径-面积,椭圆度mm-平方项
0,0.004,0.5,0.5,0.01,0.012,0,0.5,0.001,0,0.019,0.021,45,0.21,9.5,1113,0.012,0.009,0.53,1,26.73,5.53,0.835,0.14,1.129994769,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,24.0181827,0.0049
0,0.004,0.5,0.5,0.022,0.009,0,0.5,0.001,0,0.017,0.019,43.8,0.21,9.5,1151,0.011,0.008,0.52,2,27.62,5.53,0.804,0.17,2.421073929,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,24.0181827,0.007225
0,0.001,0.5,0.5,0.017,0.008,0,0.5,0.002,0,0.002,0.022,45.1,0.2,9.5,1131,0.016,0.006,0.53,2,26.96,5.51,0.827,0.19,3.300669648,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,23.84476678,0.009025
0,0.001,0.5,0.5,0.014,0.009,0.025,0.5,0.001,0.006,0.002,0.018,50.1,0.2,9.5,1043,0.009,0.009,0.53,2,25.22,5.55,0.727,0.06,3.077005558,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,24.19222693,0.0009
0,0.001,0.5,0.5,0.007,0.02,0,0.5,0.001,0,0.002,0.023,47.1,0.21,9.5,1157,0.015,0.008,0.51,2,28.2,5.53,0.805,0.05,1.171277912,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,24.0181827,0.000625
0,0.001,0.5,0.5,0.026,0.012,0,0.5,0.001,0,0.002,0.025,46.3,0.2,9.5,1189,0.013,0.012,0.51,2,28.66,5.54,0.841,0.16,3.359920258,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,24.10512627,0.0064
11,0.003,0.5,0.5,0.023,0.009,0.049,0.5,0.001,0.006,0.017,0.017,45.1,0.18,9.5,1089,0.011,0.006,0.52,2,26.43,5.56,0.818,0.13,6.030134173,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,24.27948466,0.004225
9,0.004,0.5,0.5,0.025,0.014,0,0.5,0.001,0,0.019,0.019,39.6,0.2,9.5,1101,0.011,0.008,0.54,1,26.21,5.51,0.823,0.18,2.177261858,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,23.84476678,0.0081
0,0.001,0.5,0.5,0.01,0.014,0.025,0.5,0.001,0.005,0.001,0.017,52.2,0.19,9.5,1015,0.01,0.007,0.53,2,24.46,5.54,0.732,0.09,1.350590317,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,24.10512627,0.002025
0,0.004,0.5,0.5,0.039,0.008,0,0.5,0.001,0,0.018,0.028,44.2,0.22,9.5,1115,0.018,0.01,0.55,2,27.17,5.57,0.834,0.2,1.507379721,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,24.36689948,0.01
0,0.001,0.5,0.5,0.013,0.014,0.044,0.5,0.001,0.006,0.017,0.017,43.9,0.19,9.5,1039,0.008,0.009,0.52,2,25.058,5.54,0.732,0.12,4.100554412,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,24.10512627,0.0036
0,0.001,0.5,0.5,0.013,0.009,0.023,0.5,0.003,0.006,0.001,0.022,42.6,0.18,9.5,1106,0.017,0.005,0.53,2,26.57,5.53,0.805,0.24,6.423705064,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,24.0181827,0.0144
3,0.004,0.5,0.5,0.032,0.007,0,0.5,0.001,0,0.018,0.015,43.7,0.21,9.5,1083,0.01,0.005,0.54,2,26.01,5.53,0.817,0.1,1.928724496,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,24.0181827,0.0025
5,0.004,0.5,0.5,0.025,0.008,0,0.5,0.001,0,0.019,0.019,46.7,0.19,9.5,1130,0.013,0.006,0.55,2,27.5,5.52,0.839,0.14,1.744586298,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,23.9313962,0.0049
0,0.004,0.5,0.5,0.016,0.006,0,0.5,0.001,0,0.018,0.019,42.1,0.18,9.5,1128,0.011,0.008,0.54,2,27,5.52,0.814,0.1,1.922366333,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,23.9313962,0.0025
12,0.004,0.5,0.5,0.19,0.009,0,0.5,0.001,0.006,0.027,0.019,39.6,0.18,9.5,1243,0.015,0.004,0.4,1,30.28,5.57,0.928,0.14,7.591932972,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,24.36689948,0.0049
0,0.001,0.5,0.5,0.019,0.009,0,0.5,0.003,0,0.001,0.021,48,0.21,9.5,1141,0.016,0.005,0.52,2,27.31,5.52,0.823,0.14,2.017049117,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,23.9313962,0.0049
12,0.004,0.5,0.5,0.19,0.007,0,0.5,0.001,0.006,0.025,0.022,41.6,0.18,9.5,1219,0.018,0.004,0.36,2,30.03,5.6,0.94,0.17,7.020321557,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,24.6300864,0.007225
0,0.001,0.5,0.5,0.025,0.012,0,0.5,0.001,0,0.001,0.023,48.2,0.2,9.5,1081,0.01,0.013,0.52,2,26.24,5.56,0.815,0.15,1.559015943,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,24.27948466,0.005625
18,0.001,0.5,0.5,0.021,0.008,0,0.5,0.001,0,0.016,0.017,48.1,0.22,9.5,1050,0.007,0.01,0.56,2,25.4,5.55,0.712,0.2,1.18753718,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,24.19222693,0.01
0,0.001,0.5,0.5,0.022,0.011,0.036,0.5,0.001,0.004,0.003,0.02,47.9,0.2,9.5,1045,0.013,0.007,0.51,2,25.47,5.57,0.71,0.17,2.466211768,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,24.36689948,0.007225
0,0.001,0.5,0.5,0.021,0.012,0,0.5,0.001,0,0.002,0.026,42.3,0.2,9.5,1125,0.014,0.012,0.52,2,27.02,5.53,0.813,0.17,2.276899346,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,24.0181827,0.007225
0,0.001,0.5,0.5,0.013,0.011,0.026,0.5,0.001,0.006,0.002,0.02,48.8,0.2,9.5,1043,0.012,0.008,0.51,2,25.33,5.56,0.722,0.18,1.067232629,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,24.27948466,0.0081
0,0.004,0.5,0.5,0.036,0.011,0,0.5,0.001,0,0.023,0.022,43.7,0.2,9.5,1152,0.012,0.01,0.54,2,27.17,5.54,0.813,0.2,1.500053143,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,24.10512627,0.01
4,0.004,0.5,0.5,0.026,0.008,0,0.5,0.001,0,0.018,0.024,40.7,0.18,9.5,1136,0.014,0.01,0.54,2,27.28,5.53,0.811,0.11,1.781586353,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,24.0181827,0.003025
0,0.001,0.5,0.5,0.043,0.008,0,0.5,0.001,0,0.02,0.018,41.3,0.21,9.5,1024,0.008,0.01,0.59,2,24.52,5.52,0.728,0.12,0.973086104,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,23.9313962,0.0036
0,0.001,0.5,0.5,0.017,0.008,0.042,0.5,0.001,0.006,0.017,0.016,48.1,0.18,9.5,1004,0.008,0.008,0.53,1,24.36,5.56,0.742,0.12,3.601912072,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,24.27948466,0.0036
0,0.001,0.5,0.5,0.018,0.011,0.048,0.5,0.001,0.006,0.019,0.018,47.1,0.18,9.5,1017,0.008,0.01,0.51,1,24.32,5.52,0.715,0.14,2.438955429,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,23.9313962,0.0049
0,0.001,0.5,0.5,0.018,0.009,0.028,0.5,0.001,0.006,0.001,0.021,47.4,0.2,9.5,1007,0.017,0.004,0.54,2,24.36,5.55,0.73,0.22,1.206039146,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,24.19222693,0.0121
0,0.004,0.5,0.5,0.009,0.009,0,0.5,0.001,0,0.018,0.017,43.8,0.21,9.5,1135,0.01,0.007,0.52,1,27.16,5.52,0.821,0.14,1.656662082,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,23.9313962,0.0049
0,0.004,0.5,0.5,0.024,0.008,0,0.5,0.001,0,0.017,0.019,44.8,0.2,9.5,1120,0.013,0.006,0.54,2,26.8,5.52,0.806,0.04,1.702185891,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,23.9313962,0.0004
5,0.004,0.5,0.5,0.025,0.008,0,0.5,0.001,0,0.019,0.025,44.2,0.2,9.5,1108,0.01,0.015,0.54,2,26.7,5.543,0.834,0.17,3.645082742,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,24.13123998,0.007225
0,0.001,0.5,0.5,0.026,0.008,0,0.5,0.001,0,0.016,0.015,51.6,0.21,9.5,1037,0.007,0.008,0.52,2,24.81,5.52,0.724,0.08,1.661948192,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,23.9313962,0.0016
0,0.004,0.5,0.5,0.038,0.009,0,0.5,0.001,0,0.019,0.021,44.2,0.2,9.5,1121,0.013,0.008,0.53,2,27.03,5.54,0.845,0.12,2.273175078,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,24.10512627,0.0036
0,0.001,0.5,0.5,0.009,0.008,0.034,0.5,0.001,0.006,0.017,0.013,54.4,0.19,9.5,1067,0.007,0.006,0.5,1,26.01,5.57,0.723,0.21,1.656070668,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,24.36689948,0.011025
0,0.001,0.5,0.5,0.011,0.013,0.026,0.5,0.001,0.006,0.002,0.021,46.3,0.19,9.5,1069,0.011,0.01,0.52,1,25.41,5.5,0.724,0.18,1.087132606,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,23.75829444,0.0081
0,0.001,0.5,0.5,0.007,0.011,0.019,0.5,0.001,0.004,0.001,0.017,49.2,0.18,9.5,1039,0.009,0.008,0.52,2,24.85,5.52,0.725,0.12,1.105896566,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,23.9313962,0.0036
0,0.001,0.5,0.5,0.012,0.015,0.029,0.5,0.001,0.006,0.002,0.015,49.9,0.18,9.5,1014,0.008,0.007,0.54,2,24.16,5.51,0.702,0.07,3.711702083,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,23.84476678,0.001225
5,0.001,0.5,0.5,0.026,0.017,0.061,0.5,0.001,0.006,0.018,0.015,54.7,0.21,9.5,1017,0.006,0.009,0.55,2,24.16,5.5,0.713,0.19,1.356457865,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,23.75829444,0.009025
0,0.001,0.5,0.5,0.016,0.008,0,0.5,0.001,0,0.001,0.023,46.2,0.2,9.5,1004,0.018,0.005,0.51,2,24.36,5.56,0.726,0.12,1.897806113,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,24.27948466,0.0036
0,0.001,0.5,0.5,0.016,0.014,0.049,0.5,0.001,0.006,0.019,0.014,50.4,0.19,9.5,1039,0.007,0.007,0.53,1,25.05,5.46,0.739,0.12,0.998685979,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,23.41397589,0.0036
9,0.001,0.5,0.5,0.013,0.01,0.024,0.5,0.001,0.006,0.001,0.018,50.9,0.2,9.5,1071,0.012,0.006,0.54,2,25.53,5.51,0.737,0.2,1.314440443,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,23.84476678,0.01
0,0.001,0.5,0.5,0.015,0.01,0,0.5,0.001,0,0.002,0.02,56.5,0.2,8.5,1026,0.011,0.009,0.51,2,24.56,5.52,0.735,0.16,2.250534877,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,23.9313962,0.0064
0,0.001,0.5,0.5,0.027,0.009,0,0.5,0.001,0,0.002,0.018,47.4,0.21,8.5,1058,0.01,0.008,0.5,1,25.22,5.51,0.723,0.1,1.576933141,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,23.84476678,0.0025
0,0.001,0.5,0.5,0.035,0.01,0,0.5,0.001,0,0.002,0.015,46.3,0.22,8.5,1003,0.01,0.005,0.52,1,24.27,5.55,0.717,0.06,1.918183963,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,24.19222693,0.0009
0,0.001,0.5,0.5,0.034,0.009,0,0.5,0.002,0,0.002,0.03,42.5,0.2,8.5,1143,0.017,0.013,0.51,2,26.77,5.46,0.834,0.05,3.598227118,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,23.41397589,0.000625
0,0.001,0.5,0.5,0.047,0.011,0,0.5,0.001,0,0.002,0.016,43.5,0.19,8.5,1144,0.01,0.006,0.51,2,27.38,5.52,0.813,0.2,1.788417396,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,23.9313962,0.01
0,0.001,0.5,0.5,0.038,0.011,0,0.5,0.002,0,0.002,0.032,45.2,0.2,8.5,1093,0.016,0.016,0.52,1,26.35,5.54,0.814,0.05,4.383582165,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,24.10512627,0.000625
0,0.001,0.5,0.5,0.022,0.015,0,0.5,0.001,0,0.002,0.02,45,0.18,8.5,1035,0.008,0.012,0.52,2,24.85,5.53,0.72,0.18,2.031456522,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,24.0181827,0.0081
18,0.001,0.5,0.5,0.025,0.008,0,0.5,0.001,0,0.002,0.018,47.4,0.2,8.5,1130,0.012,0.006,0.51,2,27.13,5.53,0.813,0.1,2.229948922,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,24.0181827,0.0025
0,0.004,1,0.5,0.024,0.008,0,0.5,0.001,0,0.019,0.018,42.7,0.17,9.5,1117,0.01,0.008,0.51,1,27.01,5.55,0.819,0.11,0.881002392,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,24.19222693,0.003025
0,0.001,0.5,0.5,0.046,0.013,0,0.5,0.002,0,0.002,0.026,44.5,0.21,8.5,1170,0.015,0.011,0.52,2,27.69,5.49,0.816,0.04,3.475228133,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,23.67197918,0.0004
0,0.001,0.5,0.5,0.039,0.009,0,0.5,0.001,0,0.002,0.015,45.8,0.22,8.5,1018,0.01,0.005,0.52,1,24.54,5.54,0.729,0.13,2.408606276,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,24.10512627,0.004225
0,0.001,0.5,0.5,0.041,0.014,0,0.5,0.002,0,0.002,0.021,45.6,0.2,9.5,1124,0.009,0.012,0.51,2,27.29,5.56,0.835,0.22,2.361004793,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,24.27948466,0.0121
4,0.001,0.5,0.5,0.04,0.012,0,0.5,0.002,0,0.002,0.025,47.3,0.19,9.5,1136,0.015,0.01,0.51,2,27.08,5.51,0.821,0.19,2.68779982,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,23.84476678,0.009025
3,0.001,0.5,0.5,0.022,0.007,0,0.5,0.001,0,0.002,0.014,47,0.21,8.5,1022,0.008,0.006,0.51,2,23.92,5.46,0.709,0.07,1.39206361,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,23.41397589,0.001225
0,0.001,0.5,0.5,0.015,0.009,0.026,0.5,0.001,0.006,0.002,0.023,48,0.2,9.5,1097,0.018,0.005,0.52,2,25.24,5.52,0.831,0.09,4.876349101,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,23.9313962,0.002025
0,0.001,0.5,0.5,0.038,0.007,0,0.5,0.002,0,0.002,0.018,44.9,0.2,8.5,1111,0.012,0.006,0.53,2,26.59,5.52,0.823,0.09,3.106583806,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,23.9313962,0.002025
0,0.001,0.5,0.5,0.025,0.009,0,0.5,0.001,0,0.002,0.019,47.6,0.19,8.5,1054,0.009,0.01,0.52,2,25.13,5.51,0.735,0.1,1.776576855,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,23.84476678,0.0025
